"","year","country","c_name","sex","income"
"232",2008,"URY","Uruguay","Mujer",3199.48600990415
"233",2009,"ARG","Argentina","Hombre",1014.03397547557
"234",2009,"BOL","Bolivia","Hombre",1584.04590258254
"235",2009,"BRA","Brazil","Hombre",1244.5100297994
"236",2009,"CHL","Chile","Hombre",390431.993165889
"237",2009,"COL","Colombia","Hombre",784528.451609653
"238",2009,"CRI","Costa Rica","Hombre",307059.042553191
"239",2009,"DOM","Dominican Republic","Hombre",11180.0884745011
"240",2009,"ECU","Ecuador","Hombre",290.409398706787
"241",2009,"PER","Peru","Hombre",479.342652566648
"242",2009,"PRY","Paraguay","Hombre",1362447.41615103
"243",2009,"SLV","El Salvador","Hombre",264.529243388082
"244",2009,"URY","Uruguay","Hombre",7933.43075226725
"245",2009,"ARG","Argentina","Mujer",526.070333072663
"246",2009,"BOL","Bolivia","Mujer",880.989982637162
"247",2009,"BRA","Brazil","Mujer",897.735331434855
"248",2009,"CHL","Chile","Mujer",290354.512827312
"249",2009,"COL","Colombia","Mujer",590228.990012856
"250",2009,"CRI","Costa Rica","Mujer",237872.269155795
"251",2009,"DOM","Dominican Republic","Mujer",8738.04592292089
"252",2009,"ECU","Ecuador","Mujer",224.739089978599
"253",2009,"PER","Peru","Mujer",225.949188497952
"254",2009,"PRY","Paraguay","Mujer",1019843.7074682
"255",2009,"SLV","El Salvador","Mujer",211.700855909141
"256",2009,"URY","Uruguay","Mujer",3831.5510962952
"257",2010,"ARG","Argentina","Hombre",1292.41122280991
"258",2010,"COL","Colombia","Hombre",808209.308441545
"259",2010,"CRI","Costa Rica","Hombre",314594.786541073
"260",2010,"DOM","Dominican Republic","Hombre",10903.56538973
"261",2010,"ECU","Ecuador","Hombre",321.523307116823
"262",2010,"GTM","Guatemala","Hombre",2104.38773481413
"263",2010,"MEX","Mexico","Hombre",3789.94835597707
"264",2010,"PER","Peru","Hombre",515.953070160416
"265",2010,"PRY","Paraguay","Hombre",1789171.46727296
"266",2010,"SLV","El Salvador","Hombre",100.210887624739
"267",2010,"URY","Uruguay","Hombre",8567.63598135394
"268",2010,"ARG","Argentina","Mujer",650.710488377744
"269",2010,"COL","Colombia","Mujer",603821.720238523
"270",2010,"CRI","Costa Rica","Mujer",263355.830783619
"271",2010,"DOM","Dominican Republic","Mujer",9075.05262934225
"272",2010,"ECU","Ecuador","Mujer",263.784391049156
"273",2010,"GTM","Guatemala","Mujer",1873.5377428115
"274",2010,"MEX","Mexico","Mujer",2005.76907946018
"275",2010,"PER","Peru","Mujer",244.167127950684
"276",2010,"PRY","Paraguay","Mujer",1271263.44805908
"277",2010,"SLV","El Salvador","Mujer",56.1318581166999
"278",2010,"URY","Uruguay","Mujer",4321.16331711379
"279",2011,"ARG","Argentina","Hombre",1671.77067547088
"280",2011,"BOL","Bolivia","Hombre",2047.12622760189
"281",2011,"BRA","Brazil","Hombre",1492.26934629273
"282",2011,"CHL","Chile","Hombre",509340.380690123
"283",2011,"COL","Colombia","Hombre",858539.863765015
"284",2011,"CRI","Costa Rica","Hombre",362300.502715035
"285",2011,"DOM","Dominican Republic","Hombre",11943.5331556611
"286",2011,"ECU","Ecuador","Hombre",362.605803974706
"287",2011,"GTM","Guatemala","Hombre",2296.62197362879
"288",2011,"PER","Peru","Hombre",491.32691900337
"289",2011,"PRY","Paraguay","Hombre",1990028.45523493
"290",2011,"SLV","El Salvador","Hombre",263.912512345637
"291",2011,"URY","Uruguay","Hombre",9522.11658463284
"292",2011,"ARG","Argentina","Mujer",861.985733183744
"293",2011,"BOL","Bolivia","Mujer",1081.52365882654
"294",2011,"BRA","Brazil","Mujer",1120.25183601973
"295",2011,"CHL","Chile","Mujer",363075.072578227
"296",2011,"COL","Colombia","Mujer",646646.014260703
"297",2011,"CRI","Costa Rica","Mujer",309860.459201897
"298",2011,"DOM","Dominican Republic","Mujer",9535.60416428571
"299",2011,"ECU","Ecuador","Mujer",298.414229412985
"300",2011,"GTM","Guatemala","Mujer",1921.36846254854
"301",2011,"PER","Peru","Mujer",193.487838270701
"302",2011,"PRY","Paraguay","Mujer",1396670.75945065
"303",2011,"SLV","El Salvador","Mujer",217.100612871774
"304",2011,"URY","Uruguay","Mujer",4914.5210453505
"305",2012,"ARG","Argentina","Hombre",2072.58361229172
"306",2012,"BOL","Bolivia","Hombre",2274.26192983122
"307",2012,"BRA","Brazil","Hombre",1672.4474540257
"308",2012,"COL","Colombia","Hombre",890655.226475818
"309",2012,"CRI","Costa Rica","Hombre",340280.531074746
"310",2012,"DOM","Dominican Republic","Hombre",11818.5778727765
"311",2012,"ECU","Ecuador","Hombre",383.828798001195
"312",2012,"GTM","Guatemala","Hombre",2395.45920423521
"313",2012,"MEX","Mexico","Hombre",3695.47687284333
"314",2012,"PER","Peru","Hombre",533.087000690288
"315",2012,"PRY","Paraguay","Hombre",1769805.6448798
"316",2012,"SLV","El Salvador","Hombre",276.495495976814
"317",2012,"URY","Uruguay","Hombre",10508.1073866217
"318",2012,"ARG","Argentina","Mujer",1068.81077051113
"319",2012,"BOL","Bolivia","Mujer",1374.90619977147
